FA/FD/FR,Case No,status,time,commands,energy
FA,FA154,Failure,528,19471,2737553946
FA,FA155,Failure,462,17020,2395363002
FA,FA156,Failure,824,31425,4272285884
FA,FA157,Failure,3668,144756,24179127038
FA,FA158,Failure,2520,98877,16611651206
FA,FA159,Failure,2536,99376,20878472410
FA,FA160,Failure,3285,129257,27045188600
FA,FA161,Failure,2043,79742,16819975738
FA,FA162,Failure,1140,43618,9385449096
FA,FA163,Failure,720,26972,5927649918
FA,FA164,Failure,222,7018,2247896466
FA,FA165,Failure,946,35881,9579109304
FA,FA166,File Not Found,-1,-1,-1
FA,FA167,Failure,1882,73264,23127908462
FA,FA168,Failure,691,25694,8491569086
FA,FA169,Failure,254,8245,3121328254
FA,FA170,Failure,3005,118315,36928075024
FA,FA171,Failure,537,19492,6599055388
FA,FA172,Failure,918,34796,11281098272
FA,FA173,Failure,7088,281205,124019384384
FA,FA174,Failure,9340,371330,163423197596
FA,FA175,Failure,13955,555955,244172488894
FA,FA176,Failure,2655,104016,46454099136
FA,FA177,Success,22896,911947,400610648060
FA,FA178,Failure,5397,213634,94430639860
FA,FA179,Failure,1380,52960,24145667660
FA,FA180,Failure,1346,51590,23550795636
FA,FA181,Failure,289,9153,6936190278
FA,FA182,Failure,299,9560,7176200172
FA,FA183,Failure,243,7416,5832155968
FA,FA184,Failure,394,13392,9456285268
FA,FA185,Failure,4251,167329,102027845910
FA,FA186,Failure,27747,1107160,886376983174
FD,FD186,File Not Found,-1,-1,-1
FD,FD185,File Not Found,-1,-1,-1
FD,FD184,File Not Found,-1,-1,-1
FD,FD183,File Not Found,-1,-1,-1
FD,FD182,File Not Found,-1,-1,-1
FD,FD181,File Not Found,-1,-1,-1
FD,FD180,File Not Found,-1,-1,-1
FD,FD179,File Not Found,-1,-1,-1
FD,FD178,File Not Found,-1,-1,-1
FD,FD177,File Not Found,-1,-1,-1
FD,FD176,File Not Found,-1,-1,-1
FD,FD175,File Not Found,-1,-1,-1
FD,FD174,File Not Found,-1,-1,-1
FD,FD173,File Not Found,-1,-1,-1
FD,FD172,File Not Found,-1,-1,-1
FD,FD171,File Not Found,-1,-1,-1
FD,FD170,File Not Found,-1,-1,-1
FD,FD169,File Not Found,-1,-1,-1
FD,FD168,File Not Found,-1,-1,-1
FD,FD167,File Not Found,-1,-1,-1
FD,FD166,File Not Found,-1,-1,-1
FD,FD165,File Not Found,-1,-1,-1
FD,FD164,File Not Found,-1,-1,-1
FD,FD163,File Not Found,-1,-1,-1
FD,FD162,File Not Found,-1,-1,-1
FD,FD161,File Not Found,-1,-1,-1
FD,FD160,File Not Found,-1,-1,-1
FD,FD159,File Not Found,-1,-1,-1
FD,FD158,File Not Found,-1,-1,-1
FD,FD157,File Not Found,-1,-1,-1
FD,FD156,File Not Found,-1,-1,-1
FD,FD155,File Not Found,-1,-1,-1
FD,FD154,File Not Found,-1,-1,-1
FD,FD153,File Not Found,-1,-1,-1
FD,FD152,File Not Found,-1,-1,-1
FD,FD151,File Not Found,-1,-1,-1
FD,FD150,File Not Found,-1,-1,-1
FD,FD149,File Not Found,-1,-1,-1
FD,FD148,File Not Found,-1,-1,-1
FD,FD147,File Not Found,-1,-1,-1
FD,FD146,File Not Found,-1,-1,-1
FD,FD145,File Not Found,-1,-1,-1
FD,FD144,File Not Found,-1,-1,-1
FD,FD143,File Not Found,-1,-1,-1
FD,FD142,File Not Found,-1,-1,-1
FD,FD141,File Not Found,-1,-1,-1
FD,FD140,File Not Found,-1,-1,-1
FD,FD139,File Not Found,-1,-1,-1
FD,FD138,File Not Found,-1,-1,-1
FD,FD137,File Not Found,-1,-1,-1
FD,FD136,File Not Found,-1,-1,-1
FD,FD135,File Not Found,-1,-1,-1
FD,FD134,File Not Found,-1,-1,-1
FD,FD133,File Not Found,-1,-1,-1
FD,FD132,File Not Found,-1,-1,-1
FD,FD131,File Not Found,-1,-1,-1
FD,FD130,File Not Found,-1,-1,-1
FD,FD129,File Not Found,-1,-1,-1
FD,FD128,File Not Found,-1,-1,-1
FD,FD127,File Not Found,-1,-1,-1
FD,FD126,File Not Found,-1,-1,-1
FD,FD125,File Not Found,-1,-1,-1
FD,FD124,File Not Found,-1,-1,-1
FD,FD123,File Not Found,-1,-1,-1
FD,FD122,File Not Found,-1,-1,-1
FD,FD121,File Not Found,-1,-1,-1
FD,FD120,File Not Found,-1,-1,-1
FD,FD119,File Not Found,-1,-1,-1
FD,FD118,File Not Found,-1,-1,-1
FD,FD117,File Not Found,-1,-1,-1
FD,FD116,File Not Found,-1,-1,-1
FD,FD115,File Not Found,-1,-1,-1
FD,FD114,File Not Found,-1,-1,-1
FD,FD113,File Not Found,-1,-1,-1
FD,FD112,File Not Found,-1,-1,-1
FD,FD111,File Not Found,-1,-1,-1
FD,FD110,File Not Found,-1,-1,-1
FD,FD109,File Not Found,-1,-1,-1
FD,FD108,File Not Found,-1,-1,-1
FD,FD107,File Not Found,-1,-1,-1
FD,FD106,File Not Found,-1,-1,-1
FD,FD105,File Not Found,-1,-1,-1
FD,FD104,File Not Found,-1,-1,-1
FD,FD103,File Not Found,-1,-1,-1
FD,FD102,File Not Found,-1,-1,-1
FD,FD101,File Not Found,-1,-1,-1
FD,FD100,File Not Found,-1,-1,-1
FD,FD099,File Not Found,-1,-1,-1
FD,FD098,File Not Found,-1,-1,-1
FD,FD097,File Not Found,-1,-1,-1
FD,FD096,File Not Found,-1,-1,-1
FD,FD095,File Not Found,-1,-1,-1
FD,FD094,File Not Found,-1,-1,-1
FD,FD093,File Not Found,-1,-1,-1
FD,FD092,File Not Found,-1,-1,-1
FD,FD091,File Not Found,-1,-1,-1
FD,FD090,File Not Found,-1,-1,-1
FD,FD089,File Not Found,-1,-1,-1
FD,FD088,File Not Found,-1,-1,-1
FD,FD087,File Not Found,-1,-1,-1
FD,FD086,File Not Found,-1,-1,-1
FD,FD085,File Not Found,-1,-1,-1
FD,FD084,File Not Found,-1,-1,-1
FD,FD083,File Not Found,-1,-1,-1
FD,FD082,File Not Found,-1,-1,-1
FD,FD081,File Not Found,-1,-1,-1
FD,FD080,File Not Found,-1,-1,-1
FD,FD079,File Not Found,-1,-1,-1
FD,FD078,File Not Found,-1,-1,-1
FD,FD077,File Not Found,-1,-1,-1
FD,FD076,File Not Found,-1,-1,-1
FD,FD075,File Not Found,-1,-1,-1
FD,FD074,File Not Found,-1,-1,-1
FD,FD073,File Not Found,-1,-1,-1
FD,FD072,File Not Found,-1,-1,-1
FD,FD071,File Not Found,-1,-1,-1
FD,FD070,File Not Found,-1,-1,-1
FD,FD069,File Not Found,-1,-1,-1
FD,FD068,File Not Found,-1,-1,-1
FD,FD067,File Not Found,-1,-1,-1
FD,FD066,File Not Found,-1,-1,-1
FD,FD065,File Not Found,-1,-1,-1
FD,FD064,File Not Found,-1,-1,-1
FD,FD063,File Not Found,-1,-1,-1
FD,FD062,File Not Found,-1,-1,-1
FD,FD061,File Not Found,-1,-1,-1
FD,FD060,File Not Found,-1,-1,-1
FD,FD059,File Not Found,-1,-1,-1
FD,FD058,File Not Found,-1,-1,-1
FD,FD057,File Not Found,-1,-1,-1
FD,FD056,File Not Found,-1,-1,-1
FD,FD055,File Not Found,-1,-1,-1
FD,FD054,File Not Found,-1,-1,-1
FD,FD053,File Not Found,-1,-1,-1
FD,FD052,File Not Found,-1,-1,-1
FD,FD051,File Not Found,-1,-1,-1
FD,FD050,File Not Found,-1,-1,-1
FD,FD049,File Not Found,-1,-1,-1
FD,FD048,File Not Found,-1,-1,-1
FD,FD047,File Not Found,-1,-1,-1
FD,FD046,File Not Found,-1,-1,-1
FD,FD045,File Not Found,-1,-1,-1
FD,FD044,File Not Found,-1,-1,-1
FD,FD043,File Not Found,-1,-1,-1
FD,FD042,File Not Found,-1,-1,-1
FD,FD041,File Not Found,-1,-1,-1
FD,FD040,File Not Found,-1,-1,-1
FD,FD039,File Not Found,-1,-1,-1
FD,FD038,File Not Found,-1,-1,-1
FD,FD037,File Not Found,-1,-1,-1
FD,FD036,File Not Found,-1,-1,-1
FD,FD035,File Not Found,-1,-1,-1
FD,FD034,File Not Found,-1,-1,-1
FD,FD033,File Not Found,-1,-1,-1
FD,FD032,File Not Found,-1,-1,-1
FD,FD031,File Not Found,-1,-1,-1
FD,FD030,File Not Found,-1,-1,-1
FD,FD029,File Not Found,-1,-1,-1
FD,FD028,File Not Found,-1,-1,-1
FD,FD027,File Not Found,-1,-1,-1
FD,FD026,File Not Found,-1,-1,-1
FD,FD025,File Not Found,-1,-1,-1
FD,FD024,File Not Found,-1,-1,-1
FD,FD023,File Not Found,-1,-1,-1
FD,FD022,File Not Found,-1,-1,-1
FD,FD021,File Not Found,-1,-1,-1
FD,FD020,File Not Found,-1,-1,-1
FD,FD019,File Not Found,-1,-1,-1
FD,FD018,File Not Found,-1,-1,-1
FD,FD017,File Not Found,-1,-1,-1
FD,FD016,File Not Found,-1,-1,-1
FD,FD015,File Not Found,-1,-1,-1
FD,FD014,File Not Found,-1,-1,-1
FD,FD013,File Not Found,-1,-1,-1
FD,FD012,File Not Found,-1,-1,-1
FD,FD011,File Not Found,-1,-1,-1
FD,FD010,File Not Found,-1,-1,-1
FD,FD009,File Not Found,-1,-1,-1
FD,FD008,File Not Found,-1,-1,-1
FD,FD007,File Not Found,-1,-1,-1
FD,FD006,File Not Found,-1,-1,-1
FD,FD005,File Not Found,-1,-1,-1
FD,FD004,File Not Found,-1,-1,-1
FD,FD003,File Not Found,-1,-1,-1
FD,FD002,File Not Found,-1,-1,-1
FD,FD001,File Not Found,-1,-1,-1
FR,FR001,File Not Found,-1,-1,-1
FR,FR002,File Not Found,-1,-1,-1
FR,FR003,File Not Found,-1,-1,-1
FR,FR004,File Not Found,-1,-1,-1
FR,FR005,File Not Found,-1,-1,-1
FR,FR006,File Not Found,-1,-1,-1
FR,FR007,File Not Found,-1,-1,-1
FR,FR008,File Not Found,-1,-1,-1
FR,FR009,File Not Found,-1,-1,-1
FR,FR010,File Not Found,-1,-1,-1
FR,FR011,File Not Found,-1,-1,-1
FR,FR012,File Not Found,-1,-1,-1
FR,FR013,File Not Found,-1,-1,-1
FR,FR014,File Not Found,-1,-1,-1
FR,FR015,File Not Found,-1,-1,-1
FR,FR016,File Not Found,-1,-1,-1
FR,FR017,File Not Found,-1,-1,-1
FR,FR018,File Not Found,-1,-1,-1
FR,FR019,File Not Found,-1,-1,-1
FR,FR020,File Not Found,-1,-1,-1
FR,FR021,File Not Found,-1,-1,-1
FR,FR022,File Not Found,-1,-1,-1
FR,FR023,File Not Found,-1,-1,-1
FR,FR024,File Not Found,-1,-1,-1
FR,FR025,File Not Found,-1,-1,-1
FR,FR026,File Not Found,-1,-1,-1
FR,FR027,File Not Found,-1,-1,-1
FR,FR028,File Not Found,-1,-1,-1
FR,FR029,File Not Found,-1,-1,-1
FR,FR030,File Not Found,-1,-1,-1
FR,FR031,File Not Found,-1,-1,-1
FR,FR032,File Not Found,-1,-1,-1
FR,FR033,File Not Found,-1,-1,-1
FR,FR034,File Not Found,-1,-1,-1
FR,FR035,File Not Found,-1,-1,-1
FR,FR036,File Not Found,-1,-1,-1
FR,FR037,File Not Found,-1,-1,-1
FR,FR038,File Not Found,-1,-1,-1
FR,FR039,File Not Found,-1,-1,-1
FR,FR040,File Not Found,-1,-1,-1
FR,FR041,File Not Found,-1,-1,-1
FR,FR042,File Not Found,-1,-1,-1
FR,FR043,File Not Found,-1,-1,-1
FR,FR044,File Not Found,-1,-1,-1
FR,FR045,File Not Found,-1,-1,-1
FR,FR046,File Not Found,-1,-1,-1
FR,FR047,File Not Found,-1,-1,-1
FR,FR048,File Not Found,-1,-1,-1
FR,FR049,File Not Found,-1,-1,-1
FR,FR050,File Not Found,-1,-1,-1
FR,FR051,File Not Found,-1,-1,-1
FR,FR052,File Not Found,-1,-1,-1
FR,FR053,File Not Found,-1,-1,-1
FR,FR054,File Not Found,-1,-1,-1
FR,FR055,File Not Found,-1,-1,-1
FR,FR056,File Not Found,-1,-1,-1
FR,FR057,File Not Found,-1,-1,-1
FR,FR058,File Not Found,-1,-1,-1
FR,FR059,File Not Found,-1,-1,-1
FR,FR060,File Not Found,-1,-1,-1
FR,FR061,File Not Found,-1,-1,-1
FR,FR062,File Not Found,-1,-1,-1
FR,FR063,File Not Found,-1,-1,-1
FR,FR064,File Not Found,-1,-1,-1
FR,FR065,File Not Found,-1,-1,-1
FR,FR066,File Not Found,-1,-1,-1
FR,FR067,File Not Found,-1,-1,-1
FR,FR068,File Not Found,-1,-1,-1
FR,FR069,File Not Found,-1,-1,-1
FR,FR070,File Not Found,-1,-1,-1
FR,FR071,File Not Found,-1,-1,-1
FR,FR072,File Not Found,-1,-1,-1
FR,FR073,File Not Found,-1,-1,-1
FR,FR074,File Not Found,-1,-1,-1
FR,FR075,File Not Found,-1,-1,-1
FR,FR076,File Not Found,-1,-1,-1
FR,FR077,File Not Found,-1,-1,-1
FR,FR078,File Not Found,-1,-1,-1
FR,FR079,File Not Found,-1,-1,-1
FR,FR080,File Not Found,-1,-1,-1
FR,FR081,File Not Found,-1,-1,-1
FR,FR082,File Not Found,-1,-1,-1
FR,FR083,File Not Found,-1,-1,-1
FR,FR084,File Not Found,-1,-1,-1
FR,FR085,File Not Found,-1,-1,-1
FR,FR086,File Not Found,-1,-1,-1
FR,FR087,File Not Found,-1,-1,-1
FR,FR088,File Not Found,-1,-1,-1
FR,FR089,File Not Found,-1,-1,-1
FR,FR090,File Not Found,-1,-1,-1
FR,FR091,File Not Found,-1,-1,-1
FR,FR092,File Not Found,-1,-1,-1
FR,FR093,File Not Found,-1,-1,-1
FR,FR094,File Not Found,-1,-1,-1
FR,FR095,File Not Found,-1,-1,-1
FR,FR096,File Not Found,-1,-1,-1
FR,FR097,File Not Found,-1,-1,-1
FR,FR098,File Not Found,-1,-1,-1
FR,FR099,File Not Found,-1,-1,-1
FR,FR100,File Not Found,-1,-1,-1
FR,FR101,File Not Found,-1,-1,-1
FR,FR102,File Not Found,-1,-1,-1
FR,FR103,File Not Found,-1,-1,-1
FR,FR104,File Not Found,-1,-1,-1
FR,FR105,File Not Found,-1,-1,-1
FR,FR106,File Not Found,-1,-1,-1
FR,FR107,File Not Found,-1,-1,-1
FR,FR108,File Not Found,-1,-1,-1
FR,FR109,File Not Found,-1,-1,-1
FR,FR110,File Not Found,-1,-1,-1
FR,FR111,File Not Found,-1,-1,-1
FR,FR112,File Not Found,-1,-1,-1
FR,FR113,File Not Found,-1,-1,-1
FR,FR114,File Not Found,-1,-1,-1
FR,FR115,File Not Found,-1,-1,-1
